Index,Listed Stocks,Industry,Sub-Industry,Assets,Liabilities,Equity,Operating Profit,BV,DER,Year
RISE,,,,1825,346,1478,7.00,148.71,0.23,2018
RODA,,,,3570,838,2731,0.39,200.89,0.31,2018
SCBD,,,,5879,1463,4417,106.00,1330.05,0.33,2018
SMDM,,,,3195,666,2529,31.00,525.00,0.26,2018
SMRA,,,,23034,14622,8412,201.00,584.82,1.74,2018
TARA,,,,1127,73,1055,0.86,104.71,0.07,2018
ACST,,,,7063,5570,1493,74.00,2145.35,3.73,2018
ADHI,,,,26504,20555,5949,213.00,1674.70,3.46,2018
CSIS,,,,385,171,214,-10.00,163.95,0.80,2018
DGIK,,,,1735,944,791,4.00,142.86,1.19,2018
IDPR,,,,1801,598,1203,16.00,601.35,0.50,2018
JKON,,,,4321,1909,2412,7.00,147.89,0.79,2018
MTRA,,,,252,113,139,5.00,180.18,0.81,2018
NRCA,,,,2148,989,1159,54.00,465.85,0.85,2018
PBSA,,,,676,128,548,47.00,365.08,0.23,2018
PTPP,,,,44055,29319,14736,633.00,2382.81,1.99,2018
SSIA,,,,7491,3210,4282,-32.00,916.98,0.75,2018
TOPS,,,,3801,2399,1402,63.00,42.07,1.71,2018
TOTL,,,,2958,1999,959,119.00,280.95,2.08,2018
WEGE,,,,5346,3499,1847,180.00,193.33,1.89,2018
WIKA,,,,54043,39070,14973,633.00,1664.63,2.61,2018
WSKT,,,,117604,91367,26238,3956.00,1931.82,3.48,2018
KOPI,,,,172,51,121,-10.00,173.81,0.42,2018
LAPD,,,,640,272,368,-39.00,92.59,0.74,2018
MPOW,,,,329,184,144,-0.79,176.92,1.28,2018
PGAS,,,,93152,46382,46770,2108.00,1923.08,0.99,2018
POWR,,,,18600,9572,9029,581.00,562.13,1.06,2018
RAJA,,,,2060,334,1726,29.00,407.69,0.19,2018
TGRA,,,,390,30,361,0.61,131.03,0.08,2018
CASS,,,,2028,1208,819,117.00,393.44,1.47,2018
CMNP,,,,11166,5393,5773,184.00,1723.68,0.93,2018
IPCC,,,,357,129,228,95.00,125.29,0.57,2018
JSMR,,,,87475,68174,19302,970.00,2660.71,3.53,2018
KARW,,,,364,851,-486,5.00,-854.55,-1.75,2018
META,,,,3508,1126,2383,139.00,156.69,0.47,2018
BTEL,,,,718,15413,-14696,-540.00,-384.62,-1.05,2018
EXCL,,,,56378,34832,21546,-82.00,2014.60,1.62,2018
FREN,,,,24099,16485,7614,-1650.00,73.38,2.17,2018
ISAT,,,,49857,36262,13596,-436.00,2500.00,2.67,2018
TLKM,,,,201960,103643,98317,12807.00,991.83,1.05,2018
AKSI,,,,159,69,90,7.00,124.38,0.78,2018
APOL,,,,1051,6927,-5876,-174.00,-644.44,-1.18,2018
ASSA,,,,3424,2405,1020,76.00,300.00,2.36,2018
BBRM,,,,1320,923,398,-44.00,74.32,2.32,2018
BIRD,,,,6559,1565,4994,192.00,2000.00,0.31,2018
BLTA,,,,1150,666,484,58.00,20.61,1.38,2018
BPTR,,,,429,268,161,11.00,104.21,1.67,2018
BULL,,,,4507,2056,2452,107.00,332.61,0.84,2018
CANI,,,,803,900,-97,-53.00,-116.55,-9.28,2018
CMPP,,,,3073,3457,-384,-421.00,-35.96,-9.00,2018
GIAA,,,,57844,46042,11802,-1641.00,457.78,3.90,2018
HELI,,,,226,135,91,2.00,111.24,1.49,2018
HITS,,,,2772,2093,679,110.00,95.66,3.08,2018
IATA,,,,1004,454,550,-91.00,54.95,0.83,2018
IPCM,,,,1309,280,1030,61.00,194.69,0.27,2018
LEAD,,,,2852,1572,1280,-75.00,312.00,1.23,2018
LRNA,,,,245,52,193,-19.00,542.11,0.27,2018
MBSS,,,,3595,1011,2583,-123.00,1487.80,0.39,2018
MIRA,,,,357,133,224,0.72,56.18,0.59,2018
NELY,,,,435,43,392,19.00,167.53,0.11,2018
PORT,,,,2041,1135,906,-54.00,321.64,1.25,2018
PSSI,,,,1483,570,913,59.00,181.61,0.62,2018
PTIS,,,,574,340,234,0.20,426.32,1.45,2018
RIGS,,,,1144,382,762,17.00,1241.38,0.50,2018
SAFE,,,,296,343,-46,-6.00,-75.53,-7.38,2018
SDMU,,,,366,159,207,-16.00,182.61,0.77,2018
SHIP,,,,3318,2032,1285,91.00,472.97,1.58,2018
SMDR,,,,8662,4357,4305,27.00,1313.04,1.01,2018
SOCI,,,,9264,4688,4576,58.00,636.36,1.02,2018
TAMU,,,,1489,735,753,-6.00,200.82,0.98,2018
TAXI,,,,1865,1825,41,-206.00,18.87,45.05,2018
TCPI,,,,1023,453,569,82.00,113.84,0.80,2018
TMAS,,,,2851,1824,1028,33.00,898.88,1.77,2018
TNCA,,,,54,15,38,1.00,90.63,0.40,2018
TPMA,,,,1625,594,1031,53.00,393.44,0.58,2018
TRAM,,,,8558,3120,5438,25.00,109.80,0.57,2018
TRUK,,,,86,12,74,-0.21,168.35,0.17,2018
WEHA,,,,349,192,157,7.00,178.31,1.22,2018
WINS,,,,4466,1556,2909,-65.00,695.00,0.54,2018
BALI,,,,2706,1423,1283,27.00,353.13,1.11,2018
BUKK,,,,3956,2205,1752,194.00,663.09,1.26,2018
CENT,,,,5082,2036,3046,69.00,98.06,0.67,2018
GHON,,,,476,139,336,14.00,612.90,0.41,2018
GOLD,,,,212,133,79,-4.00,251.05,1.69,2018
IBST,,,,7070,2450,4619,78.00,3412.32,0.53,2018
LCKM,,,,96,10,86,4.00,85.63,0.12,2018
OASA,,,,49,0,49,0.18,136.23,0.01,2018
PPRE,,,,5271,2724,2546,195.00,249.33,1.07,2018
SUPR,,,,12398,8510,3888,18.00,3417.09,2.19,2018
TBIG,,,,27890,24932,2958,407.00,652.55,8.43,2018
TOWR,,,,23828,16520,7308,1080.00,143.11,2.26,2018
AGRO,,,,18772,15579,3193,131.00,178.11,4.88,2018
AGRS,,,,4206,3653,552,-12.00,104.89,6.62,2018
ARTO,,,,759,627,132,-6.74,109.66,4.74,2018
BABP,,,,10272,8914,1359,99.00,64.10,6.56,2018
BACA,,,,16583,15141,1442,70.00,204.55,10.50,2018
BBCA,,,,791730,650561,136845,11422.00,5551.72,4.75,2018
BBHI,,,,2408,1987,421,-19.00,105.00,4.72,2018
BBKP,,,,91676,84502,7174,260.00,795.56,11.78,2018
BBMD,,,,12089,9146,2944,120.00,719.58,3.11,2018
BBNI,,,,734189,608196,100356,7449.00,5362.32,6.06,2018
BBNP,,,,8195,6860,1335,0.59,1964.29,5.14,2018
BBRI,,,,1153228,986549,166680,14934.00,1351.93,5.92,2018
BBTN,,,,268044,229691,22379,1424.00,2120.97,10.26,2018
BBYB,,,,4952,4164,788,51.00,167.42,5.28,2018
BCIC,,,,17842,16105,1738,14.00,60.98,9.27,2018
BDMN,,,,182416,142737,39679,2100.00,4137.93,3.60,2018
BEKS,,,,8131,7409,722,-69.00,11.26,10.26,2018
BGTG,,,,4182,3042,1141,22.00,101.89,2.67,2018
BINA,,,,3327,2124,1204,3.00,213.06,1.76,2018
BJBR,,,,113435,97014,11132,903.00,1146.89,8.71,2018
BJTM,,,,59537,49827,7914,758.00,528.46,6.30,2018
BKSW,,,,20574,16679,3895,-96.00,228.40,4.28,2018
BMAS,,,,6128,4971,1157,30.00,260.47,4.30,2018
BMRI,,,,1155548,916726,170042,12579.00,3635.14,5.39,2018
BNBA,,,,7396,6014,1382,43.00,595.92,4.35,2018
BNGA,,,,260081,222453,37628,1768.00,1500.00,5.91,2018
BNII,,,,171736,148492,23243,970.00,344.26,6.39,2018
BNLI,,,,159416,137811,21605,289.00,769.23,6.38,2018
BRIS,,,,36141,10592,5040,120.00,328.73,2.10,2018
BSIM,,,,29701,24670,5031,226.00,327.96,4.90,2018
BSWD,,,,4503,3355,1148,20.00,1100.63,2.92,2018
BTPN,,,,99903,76220,18061,1227.00,3090.91,4.22,2018
BTPS,,,,10727,1673,3444,449.00,590.43,0.49,2018
BVIC,,,,29699,25477,2791,61.00,319.67,9.13,2018
DNAR,,,,2460,1997,463,5.00,205.33,4.31,2018
INPC,,,,28883,24344,4538,35.00,284.00,5.36,2018
MAYA,,,,80312,70697,9615,385.00,1759.53,7.35,2018
MCOR,,,,15609,13122,2487,39.00,149.19,5.28,2018
MEGA,,,,82963,70608,12355,682.00,1776.86,5.72,2018
NAGA,,,,2488,2272,216,3.00,132.96,10.51,2018
NISP,,,,170302,147491,22811,1335.00,1976.19,6.47,2018
NOBU,,,,10042,8656,1386,23.00,312.50,6.25,2018
PNBN,,,,207210,169036,38174,1353.00,1580.65,4.43,2018
PNBS,,,,8563,1047,1657,8.00,163.41,0.63,2018
SDRA,,,,27962,21655,6306,299.00,957.45,3.43,2018
ADMF,,,,29754,23774,5980,874.00,6000.00,3.98,2018
BBLD,,,,4751,3604,1147,33.00,698.59,3.14,2018
BFIN,,,,19001,13593,5408,703.00,337.91,2.51,2018
BPFI,,,,1956,1196,760,39.00,424.84,1.57,2018
CFIN,,,,10983,6807,4175,146.00,1066.67,1.63,2018
DEFI,,,,78,1,77,0.20,113.58,0.01,2018
FINN,,,,998,740,258,4.00,139.13,2.87,2018
HDFA,,,,3572,3050,522,-2.00,222.41,5.84,2018
IBFN,,,,1994,1939,55,-73.00,41.78,35.06,2018
IMJS,,,,15312,12761,2551,50.00,507.63,5.00,2018
MFIN,,,,3436,1559,1878,143.00,711.21,0.83,2018
TIFA,,,,1545,1213,333,15.00,309.26,3.64,2018
TRUS,,,,297,39,258,9.00,324.14,0.15,2018
VRNA,,,,1517,1059,458,-6.00,178.57,2.31,2018
WOMF,,,,9331,8278,1053,106.00,302.08,7.86,2018
PADI,,,,539,19,520,34.00,45.97,0.04,2018
PANS,,,,2752,1524,1227,18.00,1709.68,1.24,2018
PEGE,,,,360,106,253,12.00,89.27,0.42,2018
RELI,,,,607,133,474,4.00,262.86,0.28,2018
TRIM,,,,1937,1203,734,33.00,103.48,1.64,2018
YULE,,,,395,37,357,5.00,200.00,0.10,2018
ABDA,,,,2937,1503,1435,100.00,2310.23,1.05,2018
AHAP,,,,387,212,175,-20.00,59.65,1.21,2018
AMAG,,,,4339,2563,1776,33.00,356.44,1.44,2018
ASBI,,,,765,501,264,4.00,750.00,1.90,2018
ASDM,,,,1302,1002,301,17.00,1562.50,3.33,2018
ASJT,,,,495,293,202,7.00,338.46,1.45,2018
ASMI,,,,846,336,509,59.00,56.85,0.66,2018
ASRM,,,,1609,1232,377,40.00,1753.73,3.27,2018
JMAS,,,,175,56,117,1.00,117.19,0.48,2018
LPGI,,,,2305,1368,937,21.00,6250.00,1.46,2018
MREI,,,,3009,1608,1359,87.00,2619.05,1.18,2018
MTWI,,,,324,199,125,1.00,81.75,1.60,2018
PNIN,,,,29228,4191,24974,878.00,6083.33,0.17,2018
TUGU,,,,19231,11980,7251,-8.00,4109.38,1.65,2018
VINS,,,,227,42,185,9.00,127.16,0.23,2018
APIC,,,,2606,865,1741,84.00,147.93,0.50,2018
BCAP,,,,18641,12924,5717,123.00,148.19,2.26,2018
BPII,,,,961,400,560,44.00,1090.60,0.71,2018
CASA,,,,12719,5512,5840,42.00,107.69,0.94,2018
GSMF,,,,4953,3511,1442,35.00,192.59,2.43,2018
LPPS,,,,1222,14,1208,13.00,469.57,0.01,2018
MTFN,,,,619,630,-11,8.00,-0.36,-55.55,2018
PNLF,,,,26779,4239,22526,839.00,694.44,0.19,2018
SMMA,,,,99470,74348,25122,738.00,3940.00,2.96,2018
VICO,,,,30280,26992,3288,74.00,355.17,8.21,2018
AIMS,,,,18,3,15,-0.18,67.14,0.19,2018
AKRA,,,,19254,9403,9852,1102.00,2446.67,0.95,2018
APII,,,,429,171,258,12.00,241.10,0.66,2018
BMSR,,,,535,390,145,3.00,125.00,2.70,2018
BOGA,,,,542,135,407,1.00,107.03,0.33,2018
CARS,,,,9080,7321,1758,163.00,1171.17,4.16,2018
CLPI,,,,622,194,428,8.00,1405.17,0.45,2018
CNKO,,,,3223,3702,-479,-899.00,-53.76,-7.72,2018
DPUM,,,,2165,723,1442,47.00,346.00,0.50,2018
DWGL,,,,1490,1855,-366,-357.00,-42.26,-5.08,2018
EPMT,,,,7406,2004,5402,284.00,2000.00,0.37,2018
FISH,,,,5193,3666,1527,124.00,3188.03,2.40,2018
GREN,,,,488,22,467,0.55,99.39,0.05,2018
HADE,,,,73,3,70,-1.00,32.89,0.04,2018
HEXA,,,,3898,1830,2068,310.00,2471.07,0.89,2018
INPS,,,,434,314,120,-14.00,184.19,2.63,2018
INTA,,,,5605,5263,342,-126.00,102.55,15.38,2018
INTD,,,,52,14,38,2.00,64.76,0.37,2018
KOBX,,,,1357,919,438,22.00,192.52,2.10,2018
KONI,,,,116,103,13,-4.59,87.65,7.72,2018
LTLS,,,,6403,4382,2021,77.00,1300.00,2.17,2018
MDRN,,,,878,1297,-419,-8.00,-83.33,-3.09,2018
MICE,,,,858,244,613,12.00,1030.77,0.40,2018
MPMX,,,,15584,6617,8967,4221.00,2021.74,0.74,2018
OKAS,,,,2729,2487,242,-35.00,137.76,10.26,2018
SDPC,,,,1013,791,223,11.00,173.21,3.55,2018
SPTO,,,,2464,936,1528,90.00,564.97,0.61,2018
SQMI,,,,1,26,-25,-0.84,-83.65,-1.02,2018
SUGI,,,,6867,4778,2089,-147.68,84.75,2.29,2018
TGKA,,,,3164,2093,1071,144.00,1168.03,1.95,2018
TIRA,,,,342,183,158,-10.76,267.31,1.16,2018
TMPI,,,,1147,190,957,-9.00,172.41,0.20,2018
TRIL,,,,131,7,125,-2.41,103.23,0.05,2018
TURI,,,,5647,2333,3314,281.00,593.09,0.70,2018
UNTR,,,,88843,37178,51665,5744.00,13865.55,0.72,2018
WAPO,,,,113,37,76,0.16,146.77,0.49,2018
WICO,,,,388,96,292,-4.40,230.51,0.33,2018
ZBRA,,,,6,13,-7,0.00,-8.62,-1.77,2018
ACES,,,,4534,982,3551,430.00,207.19,0.28,2018
AMRT,,,,22578,17191,5387,224.00,129.71,3.19,2018
CSAP,,,,5303,3744,1560,35.00,349.11,2.40,2018
DAYA,,,,357,200,157,-0.42,64.65,1.28,2018
ECII,,,,1924,201,1723,8.00,1294.12,0.12,2018
ERAA,,,,11928,7587,4341,454.00,1363.64,1.75,2018
GLOB,,,,57,762,-705,-21.00,-638.89,-1.08,2018
HERO,,,,7806,2574,5231,34.00,1253.25,0.49,2018
KIOS,,,,264,175,88,5.00,123.24,1.98,2018
KOIN,,,,786,682,104,-8.00,105.94,6.57,2018
LPPF,,,,6711,4374,2338,1345.00,801.50,1.87,2018
MAPA,,,,3106,2079,1027,32.00,360.45,2.02,2018
MAPI,,,,11844,7155,4689,503.00,282.53,1.53,2018
MCAS,,,,727,236,491,51.00,565.43,0.48,2018
MIDI,,,,5048,4102,946,54.00,328.13,4.34,2018
MKNT,,,,1102,794,308,30.00,61.69,2.58,2018
MPPA,,,,5305,4393,912,-262.00,121.29,4.82,2018
NFCX,,,,77,25,52,2.00,78.38,0.48,2018
RALS,,,,6105,2395,3710,486.00,522.09,0.65,2018
RANC,,,,833,359,474,21.00,302.70,0.76,2018
RIMO,,,,6454,1081,5372,78.00,131.58,0.20,2018
SKYB,,,,33,2,31,-1.13,53.31,0.06,2018
SONA,,,,1314,619,695,59.00,2100.76,0.89,2018
TELE,,,,8470,4744,3726,302.00,510.42,1.27,2018
TRIO,,,,211,3713,-3502,-4.00,-134.59,-1.06,2018
AKKU,,,,1103,344,759,-0.98,119.05,0.45,2018
ARTA,,,,2937,1503,1435,100.37,3433.33,1.05,2018
BAYU,,,,794,381,413,13.00,1166.67,0.92,2018
BUVA,,,,3706,1776,1930,-48.00,281.36,0.92,2018
DFAM,,,,303,265,38,-11.00,23.99,6.90,2018
FAST,,,,2960,1580,1380,102.00,691.12,1.14,2018
GMCW,,,,36,29,7,-0.05,123.92,3.99,2018
HOME,,,,289,88,202,-7.30,88.79,0.43,2018
HOTL,,,,1129,744,385,-4.16,108.25,1.93,2018
ICON,,,,429,252,177,3.00,162.96,1.43,2018
INPP,,,,6723,2514,4209,-15.00,377.14,0.60,2018
JGLE,,,,3893,1637,2257,-29.00,100.00,0.73,2018
JIHD,,,,6730,1708,5022,74.00,2109.09,0.34,2018
JSPT,,,,4562,1501,3061,297.00,1326.53,0.49,2018
KPIG,,,,16281,3919,12362,12.00,839.51,0.32,2018
MABA,,,,2373,1712,661,-90.00,43.03,2.59,2018
MAMI,,,,937,286,651,3.00,127.42,0.44,2018
MAMIP,,,,937,286,651,3.00,60000.00,0.44,2018
MAPB,,,,1621,586,1036,57.00,477.53,0.57,2018
MINA,,,,125,3,121,-2.00,18.49,0.03,2018
NASA,,,,1281,208,1073,-6.00,97.54,0.19,2018
NUSA,,,,667,63,604,-10.00,78.28,0.10,2018
PANR,,,,2557,1348,1209,3.00,1000.00,1.12,2018
PDES,,,,475,264,212,2.00,295.60,1.25,2018
PGLI,,,,86,24,62,3.82,126.09,0.40,2018
PJAA,,,,4205,2219,1985,78.00,1234.69,1.12,2018
PNSE,,,,471,195,276,-7.27,345.98,0.71,2018
PSKT,,,,470,55,414,-18.00,40.00,0.13,2018
PTSP,,,,316,160,156,10.00,707.22,1.02,2018
PUDP,,,,481,154,326,-8.00,983.67,0.47,2018
PZZA,,,,2012,900,1113,82.00,367.96,0.81,2018
SHID,,,,1505,566,939,-8.00,837.56,0.60,2018
ABBA,,,,534,339,194,-15.00,70.71,1.74,2018
BLTZ,,,,1640,511,1129,6.00,1291.79,0.45,2018
EMTK,,,,22255,4649,17606,-91.00,3116.20,0.26,2018
FILM,,,,1070,63,1007,66.00,105.87,0.06,2018
FORU,,,,138,79,59,-11.00,127.08,1.33,2018
JTPE,,,,1023,428,595,31.00,348.44,0.72,2018
KBLV,,,,9995,5952,4044,-1653.00,2323.81,1.47,2018
LINK,,,,5920,1403,4517,547.00,1484.10,0.31,2018
LPLI,,,,1526,311,1216,-52.00,1071.43,0.26,2018
MARI,,,,326,114,213,18.00,40.48,0.53,2018
MDIA,,,,5485,2730,2755,99.00,70.10,0.99,2018
MNCN,,,,16089,5500,10589,703.00,738.53,0.52,2018
MSIN,,,,1872,698,1174,116.00,225.35,0.59,2018
MSKY,,,,4822,2756,2065,-137.00,1139.24,1.33,2018
SCMA,,,,6191,1465,4726,837.00,323.28,0.31,2018
TMPO,,,,416,167,249,-5.00,235.48,0.67,2018
VIVA,,,,7985,5289,2696,-91.00,164.29,1.96,2018
HEAL,,,,3890,1540,2350,99.00,790.87,0.66,2018
MIKA,,,,4791,653,4139,341.00,284.67,0.16,2018
OCAP,,,,78,237,-159,-19.00,-581.08,-1.49,2018
PRDA,,,,1803,376,1428,61.00,1521.05,0.26,2018
PRIM,,,,891,50,842,8.00,247.94,0.06,2018
SAME,,,,1823,743,1080,48.00,182.89,0.69,2018
SILO,,,,7660,1403,6256,-21.00,3842.11,0.22,2018
SRAJ,,,,2576,692,1884,-47.00,157.02,0.37,2018
ASGR,,,,2184,845,1339,88.00,993.42,0.63,2018
ATIC,,,,3296,2522,774,6.00,412.04,3.26,2018
DIGI,,,,14,3,11,0.16,33.27,0.25,2018
DNET,,,,11080,2474,8605,80.00,606.28,0.29,2018
LMAS,,,,431,303,128,-0.08,161.90,2.37,2018
MLPT,,,,1881,1037,844,24.00,449.49,1.23,2018
MTDL,,,,4534,2205,2329,170.00,948.05,0.95,2018
ABMM,,,,14903,12351,2552,243.00,925.93,4.84,2018
BHIT,,,,55838,29707,26131,89.00,511.76,1.14,2018
BMTR,,,,28743,14249,14494,510.00,1010.00,0.98,2018
BNBR,,,,13804,21015,-7211,-1060.00,-625.00,-2.91,2018
BRMS,,,,12460,4477,7982,-145.00,128.00,0.56,2018
KREN,,,,2585,990,1595,210.00,87.61,0.62,2018
MLPL,,,,18317,11407,6910,-818.00,472.22,1.65,2018
NICK,,,,86,2,84,0.58,129.70,0.02,2018
PLAS,,,,230,74,156,43.00,131.58,0.47,2018
POOL,,,,941,126,815,-61.00,362.28,0.15,2018
SRTG,,,,25190,4304,20886,-1202.00,7735.85,0.21,2018
DYAN,,,,1299,562,737,13.00,170.91,0.76,2018
GEMA,,,,967,556,411,13.00,257.69,1.35,2018
INDX,,,,103,1,102,-7.00,230.56,0.01,2018
ITMA,,,,1857,4,1853,72.00,2769.23,0.00,2018
ITTG,,,,90,5,85,-1.00,61.65,0.06,2018
MFMI,,,,253,44,209,12.88,275.54,0.21,2018
SIMA,,,,86,58,28,0.00,64.19,2.03,2018
BISI,,,,892,298,544,238.22,181.34,0.55,2007
AALI,,,,5353,1151,4061,2906.05,2578.58,0.28,2007
UNSP,,,,4311,1924,2385,488.87,629.70,0.81,2007
LSIP,,,,3938,1623,2315,990.90,1696.52,0.70,2007
SGRO,,,,2088,595,1471,404.40,778.43,0.40,2007
SMAR,,,,8063,4535,3528,1663.24,1228.42,1.29,2007
TBLA,,,,2457,1518,935,252.46,224.59,1.62,2007
CPDW,,,,33,26,7,-2.72,198.54,3.89,2007
MBAI,,,,796,588,208,93.15,2769.71,2.83,2007
BASS,,,,251,250,1,-3.90,0.56,254.88,2007
CPRO,,,,7794,6255,1531,478.14,83.44,4.09,2007
DSFI,,,,316,129,188,11.67,100.97,0.69,2007
IIKP,,,,413,7,406,30.91,120.69,0.02,2007
BTEK,,,,95,0,94,-8.93,85.65,0.00,2007
ATPK,,,,209,20,188,-25.18,229.14,0.11,2007
BUMI,,,,26556,13353,10568,3827.22,544.62,1.26,2007
ITMG,,,,7414,3008,4406,1149.07,3899.04,0.68,2007
PKPK,,,,328,153,174,42.80,290.65,0.88,2007
PTBA,,,,3928,1117,2799,945.55,1214.83,0.40,2007
APEX,,,,4610,2403,2207,631.40,838.17,1.09,2007
ELSA,,,,2159,1195,949,144.35,0.00,1.26,2007
ENRG,,,,9378,6026,3352,123.00,232.78,1.80,2007
MEDC,,,,20228,14094,4942,2213.27,1483.05,2.85,2007
ANTM,,,,12038,3273,8764,6796.09,918.76,0.37,2007
CITA,,,,542,309,183,146.36,162.47,1.69,2007
INCO,,,,17775,4716,13060,14961.58,13143.38,0.36,2007
TINS,,,,5033,1673,3359,2732.64,6674.02,0.50,2007
CNKO,,,,757,105,651,14.32,153.41,0.16,2007
CTTH,,,,181,138,42,-3.57,34.19,3.29,2007
SMCB,,,,7208,4951,2257,520.46,294.58,2.19,2007
INTP,,,,10016,3069,6926,1584.81,1881.44,0.44,2007
SMGR,,,,8515,1796,6627,2396.85,1117.30,0.27,2007
ARNA,,,,631,393,234,95.68,254.47,1.68,2007
AMFG,,,,1760,459,1300,246.48,2996.49,0.35,2007
IKAI,,,,773,430,340,15.88,519.40,1.27,2007
KIAS,,,,802,2701,-1899,19.27,-4469.21,-1.42,2007
MLIA,,,,3823,8026,-4203,-106.08,-3177.10,-1.91,2007
TOTO,,,,914,597,317,143.33,6404.24,1.88,2007
ALMI,,,,1371,924,447,70.34,1450.27,2.07,2007
BTON,,,,46,12,34,11.89,191.20,0.35,2007
CTBN,,,,1601,736,845,260.49,10566.73,0.87,2007
INAI,,,,483,407,76,39.09,477.26,5.39,2007
ITMA,,,,24,16,8,-3.04,235.71,2.01,2007
JKSW,,,,290,679,-389,-23.96,-2590.69,-1.75,2007
JPRS,,,,269,48,221,55.50,294.15,0.22,2007
LION,,,,216,46,170,30.53,3265.72,0.27,2007
LMSH,,,,63,34,29,9.53,3035.53,1.16,2007
PICO,,,,453,315,138,33.33,242.64,2.28,2007
TBMS,,,,1184,1078,106,41.52,5773.86,10.16,2007
BUDI,,,,1486,822,626,146.86,169.43,1.31,2007
CLPI,,,,168,94,73,18.33,238.97,1.29,2007
DPNS,,,,156,41,109,-0.40,329.95,0.38,2007
EKAD,,,,85,24,61,5.35,108.83,0.39,2007
ETWA,,,,440,71,369,2.35,380.60,0.19,2007
SRSN,,,,334,148,186,53.90,30.94,0.79,2007
INCI,,,,180,24,156,-0.36,862.26,0.15,2007
KKGI,,,,174,90,83,-30.34,333.36,1.09,2007
SOBI,,,,843,365,441,160.92,490.36,0.83,2007
UNIC,,,,2623,1365,1204,119.09,3141.91,1.13,2007
AKKU,,,,54,19,35,1.48,150.21,0.56,2007
AKPI,,,,1545,851,646,94.29,949.47,1.32,2007
APLI,,,,295,165,130,10.58,100.23,1.27,2007
BRNA,,,,387,211,157,26.88,2268.57,1.35,2007
DYNA,,,,1123,636,389,56.54,1235.69,1.63,2007
FPNI,,,,242,249,-7,-40.99,-16.54,-36.74,2007
IGAR,,,,330,100,190,28.33,180.76,0.53,2007
LAPD,,,,57,33,24,2.96,89.72,1.38,2007
SIMA,,,,75,36,39,-4.68,423.85,0.92,2007
TALFA,,,,216,37,179,8.51,132.69,0.21,2007
TALFB,,,,216,37,179,8.51,52147.18,0.21,2007
TRST,,,,2139,1158,981,81.17,349.42,1.18,2007
CPIN,,,,4760,3682,1066,479.75,324.65,3.45,2007
JPFA,,,,4043,3088,793,440.50,532.14,3.90,2007
MAIN,,,,505,317,188,56.58,553.72,1.69,2007
SIPD,,,,1295,289,1006,48.92,107.10,0.29,2007
BRPT,,,,16912,5348,9320,-41.88,3560.64,0.57,2007
DSUC,,,,289,350,-61,-23.64,-122.36,-5.72,2007
SULI,,,,1896,1277,580,89.08,472.08,2.20,2007
SUDI,,,,494,1080,-598,-11.68,-188.97,-1.80,2007
TIRT,,,,553,355,199,37.98,196.28,1.79,2007
FASW,,,,3770,2474,1296,413.72,523.06,1.91,2007
INKP,,,,51690,33340,18347,2115.25,3353.50,1.82,2007
SPMA,,,,1502,826,676,112.89,453.16,1.22,2007
SAIP,,,,2662,3374,-712,-88.63,-206.28,-4.74,2007
TKIM,,,,20414,15058,5356,392.11,4009.99,2.81,2007
INRU,,,,2831,1615,1217,346.70,896.90,1.33,2007
ASII,,,,63520,31512,26963,8501.49,6660.14,1.17,2007
AUTO,,,,3454,1095,2261,372.20,2932.49,0.48,2007
GJTL,,,,8455,6069,2386,664.75,753.10,2.54,2007
GDYR,,,,580,280,300,58.61,7305.47,0.94,2007
BRAM,,,,1555,462,894,84.32,1986.68,0.52,2007
IMAS,,,,4907,4506,167,39.62,167.23,27.04,2007
INDS,,,,599,520,79,59.37,2099.27,6.61,2007
LPIN,,,,139,61,78,5.42,3663.05,0.79,2007
MASA,,,,1799,511,1288,90.68,210.49,0.40,2007
NIPS,,,,288,193,95,27.76,4766.41,2.02,2007
PRAS,,,,543,413,130,11.80,220.35,3.19,2007
SQMI,,,,38,11,28,-40.27,91.71,0.39,2007
SMSM,,,,830,317,482,149.98,334.94,0.66,2007
MYTX,,,,2335,1896,146,49.02,99.56,12.98,2007
ARGO,,,,1866,1565,301,-32.58,896.93,5.20,2007
CNTX,,,,425,332,93,-18.66,26566.86,3.57,2007
CNTB,,,,425,332,93,-18.66,14305.23,3.57,2007
DOID,,,,1209,744,363,10.02,106.78,2.05,2007
ERTX,,,,292,314,-23,12.12,-231.03,-13.86,2007
ESTI,,,,541,270,271,3.73,134.53,0.99,2007
MYRX,,,,525,435,89,-68.26,17.12,4.88,2007
MYRXP,,,,525,435,89,-68.26,79.65,4.88,2007
INDR,,,,5875,3636,2239,101.58,3421.25,1.62,2007
KARW,,,,303,324,-21,21.22,-36.42,-15.14,2007
PBRX,,,,833,690,142,49.52,319.62,4.85,2007
PAFI,,,,606,484,122,-59.61,75.64,3.97,2007
HDTX,,,,1243,582,661,17.15,431.01,0.88,2007
ADMG,,,,4161,2841,1319,95.02,339.18,2.15,2007
POLY,,,,5448,12526,-7078,-453.95,-148.88,-1.77,2007
RICY,,,,575,238,333,63.77,519.64,0.71,2007
RDTX,,,,583,209,374,27.05,1392.38,0.56,2007
SSTM,,,,899,673,226,18.76,270.06,2.98,2007
TFCO,,,,2508,2768,-260,-139.45,-216.57,-10.63,2007
TEJA,,,,397,2061,-1665,-62.88,-4623.94,-1.24,2007
